order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2597,32,14,Samosa,05/10/24,03:40:46,Pending,335
2598,15,17,Prawn Masala,28/03/23,19:41:19,Cancelled,454
2599,25,55,Paneer Butter Masala,04/10/24,18:56:23,Pending,590
2600,17,51,Masala Dosa,11/10/24,10:40:09,Completed,259
2601,14,3,Paneer Lababdar,19/11/23,08:51:35,Pending,374
2602,11,29,Paneer Lababdar,26/05/23,12:28:13,Cancelled,241
2603,23,35,Egg Curry,07/07/24,15:31:34,Cancelled,527
2604,4,60,Burger,16/10/23,16:20:15,Pending,246
2605,28,31,Burger,15/07/23,23:39:28,Pending,577
2606,24,26,Samosa,24/01/23,15:40:06,Cancelled,410
2607,15,29,Samosa,25/02/24,21:49:42,Completed,584
2608,14,48,Prawn Masala,19/06/23,23:27:44,Cancelled,222
2609,28,5,Chicken Biryani,05/06/23,10:44:53,Cancelled,496
2610,4,47,Paneer Lababdar,04/01/23,10:11:33,Completed,472
2611,27,11,Egg Curry,29/10/23,02:07:26,Cancelled,297
2612,26,3,Mutton Rogan Josh,09/05/23,06:46:21,Completed,196
2613,3,53,Mutton Rogan Josh,10/01/23,13:36:33,Cancelled,249
2614,23,66,Burger,30/09/23,00:21:47,Pending,188
2615,30,61,Prawn Masala,12/03/23,20:19:47,Pending,282
2616,17,57,Chicken Biryani,01/01/23,19:41:40,Pending,441
2617,1,27,Masala Dosa,09/03/23,00:20:43,Cancelled,447
2618,6,62,Paneer Butter Masala,12/02/24,15:08:09,Cancelled,555
2619,19,66,Paneer Butter Masala,26/04/24,17:33:18,Pending,183
2620,30,1,Paneer Butter Masala,20/07/23,02:09:29,Pending,549
2621,32,58,Masala Dosa,04/11/23,06:54:34,Completed,591
2622,18,24,Prawn Masala,16/07/24,03:28:16,Cancelled,210
2623,10,46,Paneer Butter Masala,10/05/23,16:44:35,Pending,504
2624,7,37,Masala Dosa,17/01/24,06:08:44,Completed,203
2625,19,38,Mutton Rogan Josh,19/08/24,07:24:43,Completed,315
2626,16,59,Prawn Masala,09/10/24,23:20:47,Pending,204
2627,18,14,Chole Bhature,06/05/23,11:43:13,Cancelled,252
2628,6,19,Masala Dosa,02/04/23,02:31:34,Completed,153
2629,11,37,Chicken Biryani,07/02/24,10:23:53,Pending,289
2630,13,46,Egg Curry,03/04/24,11:44:09,Pending,217
2631,11,20,Burger,09/08/24,22:10:53,Completed,550
2632,9,2,Burger,07/11/24,04:18:45,Pending,249
2633,6,31,Chole Bhature,31/03/23,15:50:49,Cancelled,312
2634,27,10,Burger,27/11/24,15:53:10,Cancelled,173
2635,28,24,Burger,04/01/23,19:54:42,Completed,429
2636,19,36,Chole Bhature,04/09/23,23:28:22,Pending,350
2637,29,32,Paneer Butter Masala,23/05/24,05:39:44,Pending,301
2638,12,4,Pasta Alfredo,03/02/23,18:34:44,Pending,406
2639,4,50,Burger,08/08/23,08:18:45,Completed,512
2640,21,1,Prawn Masala,05/05/23,05:07:40,Pending,444
2641,23,14,Mutton Rogan Josh,01/12/23,01:25:05,Completed,325
2642,27,27,Paneer Butter Masala,08/03/24,05:55:47,Completed,451
2643,32,36,Paneer Lababdar,01/02/23,15:27:21,Pending,225
2644,1,21,Chole Bhature,09/11/23,16:32:43,Pending,215
2645,16,59,Egg Curry,22/09/23,12:05:36,Pending,438
2646,32,13,Paneer Lababdar,31/03/23,21:24:58,Pending,333
2647,23,11,Masala Dosa,18/04/23,05:16:47,Pending,277
2648,30,11,Mutton Rogan Josh,03/07/23,01:42:25,Pending,312
2649,4,29,Prawn Masala,14/01/23,07:05:22,Pending,294
2650,23,57,Pasta Alfredo,27/01/23,12:30:02,Cancelled,166
2651,2,16,Burger,22/10/23,12:49:25,Pending,469
2652,32,49,Prawn Masala,08/01/23,10:16:05,Pending,164
2653,30,22,Paneer Lababdar,10/10/23,05:56:14,Pending,478
2654,21,45,Mutton Rogan Josh,25/09/24,16:57:51,Completed,298
2655,1,61,Paneer Butter Masala,27/05/23,14:26:33,Pending,572
2656,18,47,Mutton Rogan Josh,14/02/24,04:07:10,Completed,550
2657,14,15,Chole Bhature,06/11/23,12:25:41,Cancelled,361
2658,4,65,Paneer Lababdar,11/01/24,19:08:22,Completed,354
2659,20,15,Mutton Rogan Josh,08/07/23,18:29:49,Pending,275
2660,32,26,Prawn Masala,30/05/23,15:53:55,Cancelled,390
2661,5,10,Mutton Rogan Josh,30/09/23,14:48:52,Completed,427
2662,14,63,Burger,26/03/24,13:58:26,Completed,521
2663,8,46,Paneer Lababdar,22/03/24,03:28:25,Pending,384
2664,6,23,Paneer Butter Masala,15/11/23,22:25:02,Cancelled,236
2665,14,2,Pasta Alfredo,27/01/24,15:28:43,Pending,188
2666,9,58,Prawn Masala,05/05/24,06:31:24,Pending,548
2667,28,48,Egg Curry,17/01/24,06:53:37,Pending,388
2668,11,17,Masala Dosa,27/11/23,10:57:26,Completed,569
2669,16,26,Mutton Rogan Josh,16/02/23,13:54:51,Cancelled,266
2670,8,39,Pasta Alfredo,25/08/24,18:38:05,Completed,429
2671,31,46,Egg Curry,04/11/24,05:28:17,Completed,395
2672,18,37,Chole Bhature,10/02/23,15:50:31,Completed,405
2673,3,60,Prawn Masala,27/01/23,06:13:44,Cancelled,474
2674,21,62,Mutton Rogan Josh,13/03/24,10:10:25,Pending,570
2675,20,29,Mutton Rogan Josh,02/04/24,07:14:16,Completed,406
2676,4,68,Egg Curry,06/11/24,23:39:00,Completed,516
2677,27,14,Samosa,07/06/24,05:05:50,Cancelled,512
2678,12,10,Chole Bhature,27/05/24,07:16:23,Cancelled,328
2679,27,60,Prawn Masala,29/03/23,18:09:29,Cancelled,156
2680,17,44,Chicken Biryani,04/02/23,17:23:23,Cancelled,576
2681,28,30,Samosa,20/09/23,22:45:11,Cancelled,278
2682,25,8,Pasta Alfredo,06/07/23,17:18:26,Cancelled,354
2683,6,53,Masala Dosa,28/06/23,20:13:47,Cancelled,535
2684,30,49,Burger,20/06/23,22:43:08,Completed,577
2685,30,33,Paneer Butter Masala,22/08/23,08:18:43,Pending,545
2686,30,29,Burger,17/06/23,16:59:16,Completed,192
2687,15,35,Egg Curry,21/07/24,07:09:34,Cancelled,287
2688,23,51,Paneer Butter Masala,28/08/24,00:14:00,Completed,257
2689,15,36,Egg Curry,17/03/24,05:06:34,Cancelled,448
2690,26,53,Chole Bhature,04/02/23,19:01:50,Completed,475
2691,20,58,Paneer Lababdar,15/11/24,16:32:47,Completed,335
2692,6,44,Chole Bhature,14/05/23,12:01:56,Cancelled,150
2693,10,36,Chole Bhature,01/04/23,05:30:25,Completed,328
2694,20,17,Pasta Alfredo,02/03/23,13:55:41,Cancelled,449
2695,9,41,Mutton Rogan Josh,08/11/23,03:50:02,Cancelled,335
2696,7,47,Chole Bhature,02/04/23,12:12:08,Pending,404
2697,3,67,Prawn Masala,30/10/24,13:29:05,Completed,402
2698,29,19,Burger,03/05/24,21:52:36,Cancelled,388
2699,4,12,Paneer Butter Masala,21/05/23,22:38:24,Pending,452
2700,14,21,Paneer Lababdar,16/02/23,18:32:29,Cancelled,569
2701,20,52,Masala Dosa,12/03/24,09:29:19,Completed,294
2702,17,28,Paneer Butter Masala,28/10/24,20:50:05,Cancelled,508
2703,2,2,Mutton Rogan Josh,26/05/23,04:08:18,Completed,557
2704,15,51,Pasta Alfredo,14/06/24,02:01:48,Pending,415
2705,5,50,Mutton Rogan Josh,20/04/23,15:02:34,Cancelled,224
2706,1,60,Mutton Rogan Josh,06/10/23,10:32:02,Cancelled,455
2707,8,7,Pasta Alfredo,12/04/23,05:36:02,Pending,434
2708,23,6,Masala Dosa,08/06/24,22:11:45,Cancelled,172
2709,8,28,Prawn Masala,25/02/23,08:23:46,Completed,536
2710,5,58,Prawn Masala,22/10/23,01:58:15,Completed,368
2711,21,6,Chicken Biryani,29/09/23,07:12:18,Completed,392
2712,7,17,Mutton Rogan Josh,13/03/24,20:12:30,Pending,304
2713,26,42,Chicken Biryani,13/05/23,02:08:34,Pending,170
2714,2,48,Chole Bhature,23/06/23,03:05:09,Completed,563
2715,19,38,Mutton Rogan Josh,08/04/24,12:59:57,Cancelled,300
2716,16,32,Prawn Masala,20/07/24,04:33:50,Pending,287
2717,10,7,Burger,24/09/23,11:34:54,Completed,504
2718,32,38,Mutton Rogan Josh,14/01/24,17:12:39,Completed,538
2719,20,27,Prawn Masala,05/12/24,23:21:02,Cancelled,519
2720,24,62,Mutton Rogan Josh,16/02/24,23:20:19,Pending,193
2721,16,26,Egg Curry,20/06/23,01:56:51,Completed,572
2722,21,42,Prawn Masala,17/09/23,15:38:14,Completed,400
2723,12,3,Pasta Alfredo,31/01/23,16:11:26,Pending,279
2724,10,10,Egg Curry,30/09/23,02:50:05,Completed,183
2725,19,39,Egg Curry,04/03/24,12:04:43,Pending,341
2726,11,25,Paneer Butter Masala,10/03/23,09:13:49,Completed,456
2727,1,38,Pasta Alfredo,14/01/24,19:16:50,Pending,300
2728,27,16,Pasta Alfredo,22/07/24,09:36:30,Completed,301
2729,28,49,Chicken Biryani,26/12/23,15:12:08,Completed,279
2730,19,36,Egg Curry,04/03/24,14:45:57,Completed,529
2731,21,24,Egg Curry,10/09/23,06:52:12,Cancelled,478
2732,11,28,Paneer Lababdar,28/07/24,11:08:10,Pending,367
2733,12,57,Pasta Alfredo,18/05/23,19:30:02,Pending,161
2734,22,46,Paneer Butter Masala,03/06/24,10:36:07,Completed,332
2735,29,38,Egg Curry,01/05/23,01:48:47,Pending,497
2736,24,28,Burger,28/06/23,15:57:48,Completed,452
2737,18,10,Paneer Butter Masala,14/08/23,17:41:45,Pending,258
2738,22,12,Chole Bhature,22/09/24,02:07:06,Completed,555
2739,13,25,Pasta Alfredo,27/04/24,20:33:22,Cancelled,377
2740,23,58,Masala Dosa,01/07/23,16:06:20,Pending,311
2741,11,49,Chicken Biryani,30/04/23,00:41:37,Pending,155
2742,13,62,Pasta Alfredo,03/06/23,03:12:45,Completed,173
2743,13,14,Chole Bhature,02/03/24,12:27:54,Cancelled,451
2744,2,61,Mutton Rogan Josh,12/09/23,12:08:05,Completed,428
2745,22,19,Burger,04/10/23,04:04:54,Pending,384
2746,4,65,Egg Curry,13/08/24,13:45:30,Cancelled,455
2747,27,56,Paneer Butter Masala,23/09/24,20:16:14,Completed,303
2748,16,25,Paneer Butter Masala,13/06/23,15:00:30,Pending,268
2749,28,52,Masala Dosa,28/11/24,20:54:49,Pending,400
2750,31,28,Chole Bhature,04/04/23,05:39:03,Completed,593
2751,1,60,Samosa,09/04/24,03:13:36,Pending,165
2752,12,31,Paneer Butter Masala,24/01/24,12:41:42,Cancelled,212
2753,2,14,Egg Curry,03/09/24,23:32:06,Pending,221
2754,12,67,Burger,03/11/23,21:49:29,Cancelled,579
2755,25,45,Chole Bhature,22/11/23,19:44:34,Completed,356
2756,27,15,Chole Bhature,28/09/23,14:41:13,Pending,343
2757,15,28,Paneer Butter Masala,28/06/23,23:00:10,Completed,330
2758,17,51,Prawn Masala,12/11/23,19:47:30,Completed,161
2759,18,8,Mutton Rogan Josh,03/07/23,17:42:23,Completed,245
2760,1,51,Chole Bhature,06/10/23,12:27:51,Completed,342
2761,11,43,Paneer Lababdar,04/10/24,03:40:18,Completed,395
2762,11,1,Paneer Lababdar,15/12/24,22:02:49,Pending,522
2763,32,28,Pasta Alfredo,06/01/23,15:25:31,Cancelled,508
2764,15,65,Mutton Rogan Josh,26/10/23,06:14:20,Pending,162
2765,8,44,Burger,28/03/23,05:37:25,Completed,397
2766,18,56,Chicken Biryani,02/05/24,09:59:18,Cancelled,307
2767,17,67,Burger,18/12/24,12:17:20,Cancelled,296
2768,3,48,Samosa,05/09/24,13:28:52,Pending,355
2769,30,46,Mutton Rogan Josh,16/11/24,20:23:30,Pending,298
2770,30,10,Pasta Alfredo,20/01/23,04:04:34,Completed,589
2771,14,15,Mutton Rogan Josh,25/02/23,14:48:50,Cancelled,478
2772,27,23,Prawn Masala,21/08/23,15:34:14,Cancelled,282
2773,30,18,Chicken Biryani,28/09/24,11:50:10,Cancelled,340
2774,24,45,Samosa,04/05/24,17:40:00,Completed,285
2775,29,35,Egg Curry,27/09/23,23:42:10,Pending,163
2776,8,44,Egg Curry,06/09/24,01:06:35,Completed,512
2777,11,67,Pasta Alfredo,25/08/24,19:26:42,Completed,286
2778,4,10,Pasta Alfredo,28/05/23,03:43:12,Completed,236
2779,15,50,Burger,13/12/23,08:51:43,Pending,408
2780,28,33,Chole Bhature,21/06/24,06:57:36,Cancelled,383
2781,27,55,Burger,08/08/23,13:54:41,Completed,349
2782,26,67,Paneer Butter Masala,23/12/24,02:57:02,Completed,572
2783,19,56,Pasta Alfredo,06/07/24,21:00:27,Completed,269
2784,5,4,Paneer Butter Masala,14/08/24,07:33:07,Cancelled,169
2785,15,56,Chicken Biryani,12/05/24,20:44:27,Pending,331
2786,17,22,Egg Curry,07/08/23,17:41:51,Cancelled,332
2787,19,40,Paneer Butter Masala,08/06/23,21:11:58,Completed,354
2788,5,14,Chole Bhature,24/01/23,14:42:14,Cancelled,403
2789,24,42,Mutton Rogan Josh,26/11/23,17:31:20,Cancelled,585
2790,22,49,Pasta Alfredo,14/02/24,08:28:06,Pending,421
2791,12,56,Mutton Rogan Josh,01/12/23,15:49:43,Cancelled,575
2792,32,45,Paneer Butter Masala,23/12/23,19:48:07,Completed,558
2793,6,64,Pasta Alfredo,17/01/24,18:32:37,Cancelled,385
2794,12,13,Paneer Butter Masala,10/07/23,13:12:03,Completed,287
2795,28,22,Paneer Lababdar,09/06/24,08:56:28,Completed,483
2796,22,64,Chicken Biryani,14/05/23,00:37:47,Cancelled,387
2797,16,4,Burger,01/01/24,16:04:56,Completed,352
2798,16,4,Paneer Butter Masala,24/11/24,19:49:10,Pending,294
2799,4,12,Pasta Alfredo,03/06/24,01:12:19,Cancelled,527
2800,20,27,Samosa,04/05/23,05:06:13,Cancelled,443
2801,21,44,Chole Bhature,15/08/24,10:59:25,Completed,200
2802,21,17,Chole Bhature,12/07/23,15:45:37,Pending,151
2803,19,65,Chicken Biryani,15/05/23,14:15:38,Cancelled,365
2804,20,31,Chicken Biryani,02/07/23,16:34:55,Completed,178
2805,10,50,Masala Dosa,24/09/24,17:06:33,Pending,442
2806,17,43,Chole Bhature,19/03/23,07:56:15,Completed,429
2807,7,58,Paneer Butter Masala,07/10/24,18:58:33,Completed,558
2808,14,1,Chole Bhature,26/11/24,10:35:25,Cancelled,496
2809,10,15,Paneer Lababdar,13/03/23,03:06:40,Completed,353
2810,2,58,Chole Bhature,24/09/24,10:11:33,Completed,572
2811,14,16,Prawn Masala,16/05/23,05:09:29,Pending,525
2812,30,21,Prawn Masala,06/05/23,08:22:05,Pending,201
2813,8,53,Pasta Alfredo,13/06/24,06:20:11,Cancelled,224
2814,27,45,Chole Bhature,09/07/24,16:41:13,Cancelled,574
2815,7,10,Masala Dosa,05/12/23,22:14:52,Completed,468
2816,2,13,Paneer Butter Masala,02/09/23,01:01:54,Completed,545
2817,22,65,Paneer Lababdar,22/08/24,15:25:50,Cancelled,308
2818,23,58,Prawn Masala,08/12/23,18:58:11,Completed,572
2819,27,17,Chicken Biryani,29/02/24,15:57:12,Completed,513
2820,22,49,Prawn Masala,17/09/24,21:38:56,Cancelled,293
2821,14,63,Samosa,29/12/23,20:45:52,Cancelled,505
2822,1,51,Masala Dosa,10/02/23,12:28:32,Cancelled,329
2823,8,24,Masala Dosa,03/09/24,07:19:46,Pending,345
2824,19,64,Pasta Alfredo,25/08/24,07:24:14,Cancelled,493
2825,6,39,Pasta Alfredo,17/02/24,19:44:15,Completed,318
2826,18,62,Egg Curry,05/07/24,03:09:09,Cancelled,472
2827,4,48,Chicken Biryani,24/10/24,15:40:31,Pending,187
2828,27,32,Paneer Lababdar,12/12/24,12:52:22,Completed,484
2829,30,60,Pasta Alfredo,22/11/23,16:18:00,Completed,264
2830,4,15,Samosa,02/03/24,18:13:11,Completed,513
2831,17,35,Samosa,03/04/23,10:46:59,Pending,326
2832,27,10,Masala Dosa,09/03/24,02:03:47,Completed,442
2833,3,68,Pasta Alfredo,07/04/24,08:26:35,Cancelled,177
2834,28,27,Prawn Masala,10/02/24,10:44:04,Cancelled,275
2835,14,10,Masala Dosa,21/07/24,14:34:09,Completed,269
2836,28,7,Pasta Alfredo,10/04/24,22:28:34,Cancelled,470
2837,13,42,Paneer Butter Masala,05/09/24,08:58:53,Pending,463
2838,24,67,Paneer Butter Masala,13/10/24,01:54:48,Pending,526
2839,28,65,Prawn Masala,25/03/24,10:26:00,Completed,495
2840,24,37,Chicken Biryani,11/05/24,19:25:53,Cancelled,385
2841,16,32,Samosa,13/10/24,00:09:09,Pending,466
2842,11,42,Chole Bhature,11/09/24,16:55:08,Completed,583
2843,22,15,Egg Curry,22/07/23,16:56:35,Completed,478
2844,22,29,Masala Dosa,29/09/23,06:16:15,Cancelled,367
2845,9,21,Prawn Masala,11/09/24,09:31:49,Completed,375
2846,22,60,Masala Dosa,09/11/24,09:10:38,Pending,405
2847,12,40,Masala Dosa,09/05/23,22:43:49,Pending,544
2848,29,3,Samosa,12/05/24,12:18:43,Cancelled,535
2849,13,38,Chole Bhature,25/08/24,21:13:43,Pending,275
2850,18,44,Chole Bhature,30/09/24,20:02:01,Cancelled,427
2851,2,9,Pasta Alfredo,23/03/24,16:08:34,Cancelled,255
2852,20,47,Chicken Biryani,14/07/24,06:56:42,Completed,452
2853,12,68,Prawn Masala,25/05/23,00:57:32,Pending,348
2854,22,9,Chole Bhature,27/07/23,01:13:48,Cancelled,396
2855,28,40,Prawn Masala,10/02/23,09:00:32,Completed,207
2856,31,24,Paneer Lababdar,30/07/23,00:54:42,Cancelled,467
2857,9,42,Pasta Alfredo,11/03/23,17:59:30,Pending,412
2858,1,33,Paneer Lababdar,12/09/24,14:49:36,Completed,478
2859,27,64,Paneer Lababdar,10/02/23,02:38:19,Cancelled,198
2860,11,18,Pasta Alfredo,26/01/23,21:16:44,Pending,343
2861,22,10,Egg Curry,15/03/24,23:36:12,Cancelled,209
2862,19,24,Pasta Alfredo,14/03/24,19:40:58,Pending,394
2863,6,20,Burger,14/06/24,01:46:10,Completed,203
2864,20,12,Paneer Lababdar,17/01/24,02:00:35,Pending,379
2865,21,30,Paneer Butter Masala,03/12/23,04:29:21,Completed,585
2866,30,23,Pasta Alfredo,08/04/23,22:48:45,Cancelled,453
2867,23,19,Masala Dosa,26/01/23,01:26:09,Cancelled,282
2868,17,31,Chicken Biryani,06/06/24,04:31:27,Completed,249
2869,14,46,Pasta Alfredo,01/02/23,18:51:35,Pending,168
2870,27,48,Chole Bhature,28/05/24,02:17:23,Completed,284
2871,2,56,Paneer Lababdar,05/05/24,16:05:23,Cancelled,295
2872,7,32,Samosa,07/05/24,07:56:48,Pending,462
2873,18,65,Prawn Masala,04/10/24,00:32:14,Pending,363
2874,5,55,Pasta Alfredo,14/01/24,04:05:11,Cancelled,355
2875,7,44,Paneer Butter Masala,27/05/23,00:01:54,Pending,425
2876,2,34,Mutton Rogan Josh,18/09/23,03:58:55,Pending,482
2877,12,38,Samosa,23/12/23,02:52:11,Cancelled,394
2878,19,7,Prawn Masala,05/08/23,08:11:46,Cancelled,199
2879,26,13,Prawn Masala,13/12/24,22:38:31,Cancelled,546
2880,4,47,Mutton Rogan Josh,17/09/23,00:54:27,Pending,432
2881,13,35,Prawn Masala,17/06/24,02:10:43,Cancelled,180
2882,23,32,Masala Dosa,28/06/24,04:24:23,Completed,433
2883,2,41,Egg Curry,26/03/23,12:03:57,Pending,543
2884,4,18,Paneer Lababdar,11/09/24,06:23:16,Pending,578
2885,16,22,Prawn Masala,19/02/24,00:16:16,Completed,387
2886,20,48,Masala Dosa,07/10/24,05:25:29,Pending,308
2887,1,1,Prawn Masala,01/11/23,08:47:37,Cancelled,454
2888,22,45,Masala Dosa,27/09/23,23:29:42,Pending,513
2889,27,16,Masala Dosa,07/12/24,23:30:42,Completed,177
2890,23,21,Burger,09/09/24,03:09:30,Pending,283
2891,18,56,Chole Bhature,29/07/24,00:33:53,Completed,151
2892,17,9,Samosa,21/11/23,21:02:04,Cancelled,251
2893,2,44,Prawn Masala,25/04/24,21:51:24,Completed,305
2894,11,17,Masala Dosa,16/01/24,10:43:00,Cancelled,559
2895,9,38,Pasta Alfredo,05/08/24,06:57:12,Cancelled,294
2896,7,57,Mutton Rogan Josh,30/10/23,17:18:52,Cancelled,154
2897,26,37,Chicken Biryani,20/10/23,19:47:17,Cancelled,235
2898,14,60,Paneer Lababdar,17/12/23,04:33:12,Pending,169
2899,16,58,Paneer Lababdar,05/12/24,23:48:23,Cancelled,368
2900,8,17,Masala Dosa,14/10/23,12:58:34,Cancelled,474
2901,29,34,Burger,17/08/23,11:49:17,Completed,315
2902,5,68,Masala Dosa,22/03/24,20:55:44,Pending,180
2903,8,21,Pasta Alfredo,12/08/24,21:31:25,Pending,339
2904,22,52,Pasta Alfredo,15/01/23,08:52:13,Completed,350
2905,27,11,Burger,09/03/24,08:08:02,Pending,162
2906,31,63,Pasta Alfredo,14/09/23,10:19:38,Completed,460
2907,8,22,Chole Bhature,21/06/23,04:06:23,Pending,296
2908,8,51,Burger,15/12/24,10:20:15,Cancelled,349
2909,19,25,Paneer Butter Masala,07/11/24,13:15:52,Completed,430
2910,19,63,Mutton Rogan Josh,25/03/24,06:29:24,Pending,380
2911,27,2,Pasta Alfredo,28/02/23,15:45:22,Completed,406
2912,17,39,Samosa,10/12/23,17:40:41,Cancelled,370
2913,8,65,Samosa,13/01/23,01:05:10,Pending,521
2914,11,5,Samosa,10/06/23,02:15:09,Cancelled,505
2915,28,60,Burger,24/02/23,20:06:31,Completed,403
2916,25,44,Paneer Butter Masala,23/07/24,06:03:50,Completed,406
2917,17,9,Paneer Butter Masala,30/05/24,19:52:10,Completed,399
2918,12,63,Pasta Alfredo,11/11/24,12:14:57,Completed,581
2919,29,10,Chole Bhature,07/05/23,16:37:26,Pending,430
2920,18,58,Chicken Biryani,17/12/24,17:31:55,Cancelled,535
2921,18,60,Chole Bhature,05/05/24,01:17:23,Pending,435
2922,28,4,Chicken Biryani,20/09/24,08:14:25,Cancelled,459
2923,1,20,Masala Dosa,24/03/24,23:22:55,Completed,491
2924,29,16,Egg Curry,30/12/24,11:50:21,Completed,271
2925,21,43,Burger,05/08/24,17:57:20,Cancelled,457
2926,17,60,Chicken Biryani,21/02/24,07:41:17,Cancelled,406
2927,14,22,Burger,29/11/24,03:44:00,Pending,483
2928,28,65,Pasta Alfredo,18/05/24,07:00:23,Cancelled,351
2929,9,68,Burger,22/12/24,06:05:19,Cancelled,288
2930,4,25,Samosa,06/01/23,14:21:57,Completed,345
2931,14,41,Pasta Alfredo,20/11/24,23:01:19,Cancelled,198
2932,22,21,Chicken Biryani,21/01/24,17:56:34,Completed,233
2933,24,47,Egg Curry,23/11/23,20:10:17,Cancelled,341
2934,32,50,Burger,26/03/23,02:05:05,Completed,384
2935,18,26,Mutton Rogan Josh,14/09/23,00:13:44,Cancelled,352
2936,7,20,Paneer Lababdar,18/07/24,21:07:55,Completed,325
2937,4,60,Pasta Alfredo,10/02/24,07:13:04,Cancelled,441
2938,14,51,Mutton Rogan Josh,13/04/23,14:28:58,Completed,534
2939,19,14,Paneer Lababdar,28/06/23,04:01:19,Completed,313
2940,2,55,Egg Curry,17/01/23,08:31:36,Completed,184
2941,13,35,Paneer Butter Masala,24/03/24,06:40:17,Pending,474
2942,32,17,Chole Bhature,30/12/23,13:42:19,Completed,346
2943,23,3,Masala Dosa,04/04/24,13:29:51,Completed,158
2944,19,14,Pasta Alfredo,30/12/23,23:23:52,Completed,418
2945,28,3,Paneer Butter Masala,01/03/23,11:05:04,Pending,546
2946,7,16,Burger,04/11/23,09:17:34,Completed,362
2947,10,47,Paneer Butter Masala,31/10/23,12:21:23,Completed,496
2948,12,65,Burger,14/11/23,06:55:58,Pending,567
2949,8,58,Prawn Masala,19/05/23,10:05:38,Completed,469
2950,5,53,Mutton Rogan Josh,21/07/23,10:18:52,Pending,582
2951,28,41,Masala Dosa,09/06/24,12:24:21,Cancelled,405
2952,12,8,Pasta Alfredo,02/02/24,12:25:44,Completed,301
2953,9,60,Samosa,24/10/24,21:18:07,Completed,404
2954,26,59,Samosa,27/10/23,18:37:02,Cancelled,346
2955,27,29,Masala Dosa,28/08/23,05:12:53,Completed,196
2956,3,30,Paneer Butter Masala,25/03/24,09:49:18,Cancelled,419
2957,16,56,Egg Curry,09/01/23,03:41:10,Completed,292
2958,27,20,Prawn Masala,18/11/24,11:52:17,Completed,552
2959,14,11,Paneer Butter Masala,13/09/24,16:17:09,Cancelled,278
2960,29,42,Chole Bhature,13/06/24,03:49:22,Completed,265
2961,12,43,Chicken Biryani,11/03/23,18:58:39,Completed,532
2962,6,37,Mutton Rogan Josh,07/11/24,09:28:22,Completed,385
2963,24,1,Paneer Lababdar,15/05/23,18:17:21,Completed,181
2964,31,18,Mutton Rogan Josh,09/08/24,01:56:12,Completed,284
2965,2,68,Egg Curry,09/02/23,16:58:22,Cancelled,329
2966,14,12,Masala Dosa,14/01/23,18:02:33,Cancelled,417
2967,27,7,Mutton Rogan Josh,28/02/24,04:27:22,Completed,171
2968,20,6,Egg Curry,24/11/24,06:31:28,Completed,153
2969,10,35,Burger,18/10/24,02:45:40,Completed,239
2970,26,4,Chole Bhature,24/06/23,00:29:52,Cancelled,157
2971,17,14,Burger,15/04/23,19:09:32,Cancelled,220
2972,3,14,Chicken Biryani,27/03/23,15:55:20,Completed,407
2973,13,37,Masala Dosa,14/02/23,09:03:51,Completed,157
2974,15,11,Paneer Lababdar,15/08/23,03:07:38,Cancelled,399
2975,26,3,Prawn Masala,21/07/23,23:06:10,Completed,450
2976,1,31,Burger,06/07/23,10:10:36,Pending,583
2977,21,44,Samosa,22/06/24,23:39:45,Completed,535
2978,28,65,Masala Dosa,17/10/24,01:49:38,Cancelled,533
2979,25,45,Chole Bhature,11/12/24,08:31:28,Completed,351
2980,30,6,Prawn Masala,09/02/24,13:24:39,Completed,262
2981,5,30,Burger,09/07/24,22:34:55,Cancelled,540
2982,11,57,Chicken Biryani,02/05/24,14:49:31,Pending,566
2983,9,31,Samosa,04/12/23,08:43:42,Pending,347
2984,3,38,Chole Bhature,11/02/23,06:08:40,Cancelled,568
2985,2,2,Masala Dosa,28/01/24,21:28:40,Cancelled,473
2986,32,25,Paneer Lababdar,24/03/24,02:50:46,Pending,201
2987,22,17,Paneer Butter Masala,24/02/23,16:14:11,Cancelled,305
2988,17,39,Prawn Masala,10/10/24,21:36:10,Completed,191
2989,23,30,Masala Dosa,05/06/24,04:40:18,Pending,363
2990,20,20,Burger,19/05/23,12:29:37,Cancelled,231
2991,23,29,Pasta Alfredo,02/10/23,00:35:56,Cancelled,536
2992,18,4,Paneer Lababdar,09/01/23,11:40:47,Pending,215
2993,27,22,Burger,26/01/23,13:59:07,Pending,564
2994,11,6,Chole Bhature,03/06/24,00:55:22,Cancelled,369
2995,10,20,Mutton Rogan Josh,11/11/23,03:08:39,Cancelled,308
2996,2,67,Egg Curry,03/05/24,22:14:04,Cancelled,360
2997,22,24,Chole Bhature,14/11/24,05:06:28,Completed,169
2998,16,26,Pasta Alfredo,09/01/24,18:54:24,Completed,501
2999,4,28,Chole Bhature,29/01/24,15:28:05,Completed,537
3000,6,9,Masala Dosa,21/07/23,21:09:17,Cancelled,486
3001,31,49,Egg Curry,12/09/23,03:42:28,Cancelled,377
3002,28,45,Paneer Lababdar,01/05/23,11:53:26,Pending,589
3003,6,26,Egg Curry,18/01/23,19:50:21,Cancelled,553
3004,4,51,Chole Bhature,24/01/23,18:36:13,Cancelled,234
