delivery_id,order_id,delivery_status,delivery_time,rider_id
1789,4089,Not Delivered,08:31:17,21
1790,2536,Delivered,06:41:34,27
1791,579,Delivered,12:46:24,22
1792,2518,Delivered,21:04:09,9
1793,9205,Order,22:29:08,1
1794,343,Not Delivered,16:55:57,30
1795,6924,Order,13:11:49,2
1796,2077,Not Delivered,09:59:12,15
1797,8587,Not Delivered,03:44:07,20
1798,7738,Delivered,10:57:15,27
1799,485,Delivered,17:10:25,15
1800,3989,Not Delivered,20:14:48,16
1801,647,Not Delivered,16:59:12,15
1802,2906,Delivered,00:55:03,11
1803,2028,Delivered,16:20:58,17
1804,7617,Delivered,01:48:31,18
1805,5698,Delivered,09:24:33,20
1806,1619,Delivered,00:38:52,23
1807,2850,Order,17:10:20,23
1808,6163,Not Delivered,00:57:40,2
1809,7236,Delivered,05:56:37,20
1810,5098,Order,09:15:58,33
1811,7647,Delivered,19:12:48,14
1812,5112,Order,09:41:42,24
1813,3867,Order,05:03:24,13
1814,9131,Delivered,13:35:32,19
1815,2706,Not Delivered,13:45:45,1
1816,8613,Order,07:32:43,10
1817,6264,Not Delivered,07:15:25,12
1818,1960,Order,22:16:15,5
1819,5945,Not Delivered,00:55:39,30
1820,5295,Not Delivered,04:24:09,23
1821,6787,Delivered,05:08:08,29
1822,4509,Delivered,00:44:30,32
1823,1115,Order,08:18:32,11
1824,8587,Delivered,22:57:54,30
1825,3663,Order,07:45:31,13
1826,438,Order,14:31:41,34
1827,179,Not Delivered,09:03:32,23
1828,7079,Delivered,06:35:32,30
1829,985,Order,08:01:38,17
1830,9618,Delivered,02:32:38,28
1831,8067,Delivered,00:49:58,2
1832,9808,Not Delivered,04:22:44,11
1833,5768,Order,18:56:06,5
1834,1803,Order,08:24:42,32
1835,9540,Delivered,07:23:03,34
1836,510,Order,13:31:24,21
1837,1114,Delivered,00:33:32,5
1838,7843,Not Delivered,22:33:41,5
1839,8450,Order,11:28:43,28
1840,6760,Not Delivered,23:10:54,18
1841,9649,Not Delivered,04:03:57,33
1842,2788,Not Delivered,11:28:31,6
1843,7133,Delivered,17:33:25,2
1844,6041,Delivered,08:23:44,3
1845,1048,Not Delivered,17:28:01,23
1846,922,Order,17:45:19,31
1847,4837,Delivered,08:42:38,12
1848,5369,Order,20:27:09,33
1849,5035,Order,14:10:02,23
1850,9827,Not Delivered,18:14:45,25
1851,6392,Order,22:24:23,10
1852,7815,Delivered,01:43:31,11
1853,242,Delivered,05:44:54,25
1854,1300,Not Delivered,10:27:04,21
1855,8501,Delivered,02:28:58,12
1856,8325,Delivered,16:32:33,27
1857,1079,Order,23:27:24,2
1858,1427,Delivered,15:09:53,22
1859,9290,Delivered,22:02:17,12
1860,1444,Delivered,10:47:15,15
1861,7653,Delivered,03:40:51,27
1862,3993,Not Delivered,03:58:51,15
1863,2172,Order,04:59:32,25
1864,6375,Delivered,08:59:45,25
1865,9106,Not Delivered,20:39:44,15
1866,5905,Not Delivered,09:12:59,21
1867,4781,Not Delivered,16:29:24,31
1868,2785,Not Delivered,18:17:47,3
1869,7949,Order,03:07:36,6
1870,6914,Order,02:02:54,34
1871,2849,Delivered,06:42:59,1
1872,220,Order,11:38:00,1
1873,3041,Delivered,07:14:04,18
1874,4597,Order,05:41:15,29
1875,6974,Delivered,19:10:30,5
1876,7810,Order,22:25:23,12
1877,3608,Not Delivered,05:37:08,3
1878,328,Order,12:55:43,4
1879,5504,Order,01:34:04,16
1880,8280,Delivered,22:29:21,27
1881,2497,Not Delivered,08:24:59,6
1882,6675,Not Delivered,00:03:27,17
1883,2980,Not Delivered,17:50:14,19
1884,9393,Not Delivered,10:29:05,28
1885,4653,Delivered,22:52:00,21
1886,9096,Order,17:45:36,11
1887,284,Delivered,23:19:56,9
1888,7318,Delivered,11:42:17,8
1889,7827,Order,11:07:41,1
1890,9471,Delivered,03:45:20,29
1891,5966,Not Delivered,07:11:31,31
1892,3601,Delivered,04:20:53,19
1893,7141,Order,01:20:45,29
1894,3225,Order,23:14:42,32
1895,1588,Not Delivered,08:32:45,1
1896,2730,Order,00:39:27,6
1897,5643,Order,10:59:28,26
1898,8527,Order,16:57:15,16
1899,8607,Delivered,05:53:28,11
1900,7956,Order,04:27:57,28
1901,3450,Delivered,16:03:33,26
1902,3485,Order,16:28:49,15
1903,4517,Delivered,14:46:34,4
1904,2780,Not Delivered,06:54:33,2
1905,6679,Delivered,02:44:46,13
1906,785,Order,22:10:43,11
1907,5515,Not Delivered,23:55:15,13
1908,5165,Delivered,14:56:50,2
1909,8130,Order,21:42:34,5
1910,9555,Not Delivered,17:24:16,6
1911,297,Delivered,18:00:31,34
1912,1757,Delivered,10:47:12,25
1913,1503,Delivered,22:43:24,1
1914,7213,Delivered,17:47:42,24
1915,8204,Not Delivered,20:55:31,19
1916,9462,Not Delivered,15:57:17,28
1917,4768,Order,14:47:47,24
1918,7605,Delivered,06:43:48,1
1919,6881,Order,00:22:55,24
1920,9331,Delivered,11:30:11,2
1921,7597,Order,13:28:22,22
1922,7956,Not Delivered,13:52:30,30
1923,5770,Not Delivered,21:13:09,22
1924,3146,Order,00:16:35,7
1925,9308,Order,20:07:29,14
1926,1514,Order,14:22:19,22
1927,5208,Order,15:52:32,5
1928,8314,Not Delivered,20:16:44,1
1929,9293,Order,07:01:37,7
1930,3340,Not Delivered,22:50:50,25
1931,8357,Order,05:49:33,17
1932,1768,Not Delivered,13:35:51,33
1933,4842,Not Delivered,14:14:55,11
1934,6429,Delivered,17:37:09,2
1935,833,Delivered,03:25:05,11
1936,8807,Delivered,21:49:18,23
1937,2368,Not Delivered,12:49:57,32
1938,627,Not Delivered,11:00:29,19
1939,4079,Order,11:53:11,29
1940,5548,Order,20:49:58,1
1941,7032,Not Delivered,05:43:02,30
1942,1743,Delivered,05:44:41,13
1943,2535,Not Delivered,07:26:36,27
1944,1789,Order,04:18:36,17
1945,9131,Delivered,01:30:32,4
1946,5477,Not Delivered,00:03:44,17
1947,1313,Order,21:49:36,22
1948,3340,Delivered,08:23:11,22
1949,8222,Delivered,01:46:27,22
1950,5155,Order,00:01:55,15
1951,3999,Delivered,19:31:58,12
1952,1574,Delivered,12:02:06,2
1953,1340,Delivered,08:58:59,32
1954,8616,Delivered,11:40:54,32
1955,2427,Not Delivered,02:04:00,33
1956,2472,Order,07:24:21,20
1957,4038,Order,09:49:45,3
1958,4199,Order,18:25:22,17
1959,3743,Not Delivered,07:06:32,4
1960,4710,Order,10:37:50,4
1961,3844,Order,17:43:26,4
1962,9953,Not Delivered,03:14:19,34
1963,8759,Not Delivered,02:54:49,33
1964,9852,Delivered,01:10:28,25
1965,8373,Delivered,05:57:28,28
1966,3995,Delivered,06:31:59,22
1967,5540,Delivered,05:16:14,16
1968,1448,Not Delivered,08:49:38,8
1969,8157,Order,21:17:11,31
1970,5360,Order,04:30:42,23
1971,7969,Delivered,19:02:52,5
1972,4611,Not Delivered,13:27:56,22
1973,8613,Delivered,11:54:25,25
1974,4264,Not Delivered,04:03:59,2
1975,547,Delivered,02:29:37,33
1976,3161,Delivered,19:05:48,32
1977,5466,Not Delivered,08:26:25,13
1978,5561,Order,12:25:33,9
1979,5315,Order,15:10:58,22
1980,8623,Not Delivered,07:38:57,20
1981,1621,Order,14:06:51,8
1982,7061,Order,17:30:01,19
1983,837,Delivered,21:00:26,27
1984,2089,Not Delivered,09:18:22,26
1985,1861,Delivered,03:04:42,12
1986,3948,Not Delivered,21:21:25,32
1987,8510,Delivered,07:05:34,22
1988,5523,Delivered,01:45:17,34
1989,5102,Order,14:33:36,34
1990,7217,Not Delivered,01:41:39,25
1991,1415,Order,00:34:56,21
1992,6264,Delivered,12:23:10,32
1993,9675,Order,00:13:54,15
1994,1978,Order,14:28:03,11
1995,9478,Delivered,16:57:36,10
1996,5443,Not Delivered,22:48:37,21
1997,5098,Not Delivered,10:29:51,10
1998,3983,Delivered,23:41:25,8
1999,5071,Delivered,05:39:29,20
2000,4834,Delivered,14:12:44,20
2001,3273,Not Delivered,16:26:01,17
2002,5862,Order,05:16:14,10
2003,3200,Order,00:43:27,3
2004,4382,Order,22:32:34,22
2005,4649,Not Delivered,15:59:00,11
2006,4662,Delivered,16:46:09,34
2007,8217,Delivered,05:11:21,19
2008,7037,Order,10:39:11,11
2009,9692,Delivered,06:55:38,32
2010,7121,Order,22:22:52,20
2011,2936,Delivered,03:00:22,25
2012,5714,Not Delivered,16:51:16,18
2013,1642,Order,19:58:36,31
2014,2693,Delivered,16:53:44,13
2015,5761,Order,18:41:27,19
2016,4941,Delivered,00:50:29,15
2017,1586,Not Delivered,10:43:47,21
2018,1338,Not Delivered,16:30:42,18
2019,2421,Order,23:22:33,14
2020,1882,Order,09:08:18,9
2021,4132,Order,05:26:21,17
2022,4195,Not Delivered,11:33:56,18
2023,2987,Order,21:28:36,21
2024,2022,Order,04:27:03,20
2025,4996,Delivered,19:53:21,9
2026,6011,Order,08:42:16,20
2027,871,Delivered,18:02:56,21
2028,7830,Order,02:20:08,14
2029,7056,Not Delivered,05:25:06,12
2030,4390,Not Delivered,02:18:19,32
2031,2213,Not Delivered,10:19:53,28
2032,3598,Order,11:47:31,3
2033,1889,Not Delivered,09:46:11,9
2034,3842,Order,15:42:23,1
2035,1165,Order,14:28:22,23
2036,807,Delivered,03:02:29,1
2037,8125,Delivered,00:37:24,32
2038,1926,Order,21:09:44,30
2039,7001,Delivered,13:09:33,31
2040,9009,Order,03:41:45,20
2041,5746,Delivered,14:49:36,13
2042,7191,Order,14:22:59,16
2043,4965,Delivered,01:10:12,6
2044,9499,Order,08:26:41,21
2045,8373,Order,07:15:28,22
2046,3679,Not Delivered,00:16:04,33
2047,8483,Not Delivered,09:45:47,16
2048,6071,Not Delivered,11:26:33,23
2049,2002,Delivered,06:17:27,2
2050,936,Order,11:05:28,26
2051,7930,Order,23:01:07,32
2052,9912,Not Delivered,01:52:30,22
2053,938,Order,15:09:16,31
2054,8129,Order,06:01:11,24
2055,8663,Order,00:25:45,2
2056,5177,Delivered,22:40:38,34
2057,2107,Order,18:55:48,28
2058,4649,Delivered,22:19:16,30
2059,8830,Order,02:22:07,14
2060,5386,Delivered,08:42:31,17
2061,9539,Not Delivered,04:57:01,6
2062,9288,Not Delivered,19:58:21,19
2063,6131,Not Delivered,11:55:03,16
2064,1903,Order,02:12:58,33
2065,6043,Delivered,14:04:43,15
2066,2774,Order,07:42:48,22
2067,9165,Not Delivered,16:10:26,30
2068,1066,Order,14:34:45,34
2069,8596,Not Delivered,22:11:11,21
2070,3259,Order,15:25:44,10
2071,1979,Delivered,03:15:08,3
2072,1110,Not Delivered,17:03:57,26
2073,3903,Delivered,00:56:46,18
2074,4462,Delivered,14:11:06,19
2075,6827,Delivered,21:26:42,19
2076,7414,Order,12:54:30,34
2077,1827,Delivered,08:46:13,7
2078,4989,Not Delivered,09:28:01,14
2079,9589,Order,01:40:25,12
2080,8368,Order,14:38:31,19
2081,9271,Not Delivered,08:06:51,7
2082,5711,Order,15:31:43,18
2083,9127,Not Delivered,15:41:43,20
2084,9576,Not Delivered,19:57:36,1
2085,5245,Not Delivered,10:11:44,22
2086,2107,Order,11:17:03,23
2087,2922,Delivered,08:57:51,7
2088,9964,Not Delivered,16:06:47,17
2089,6705,Delivered,15:40:08,7
2090,5374,Not Delivered,06:07:44,18
2091,6345,Delivered,19:21:40,32
2092,6629,Order,22:53:36,9
2093,5829,Delivered,22:30:39,20
2094,6796,Not Delivered,19:46:01,30
2095,5562,Delivered,06:24:38,2
2096,2016,Delivered,04:09:46,3
2097,789,Delivered,01:18:23,7
2098,3692,Not Delivered,13:20:53,30
2099,3563,Not Delivered,07:35:26,6
2100,7830,Delivered,07:22:19,2
2101,5395,Not Delivered,19:38:28,26
2102,8876,Delivered,18:40:28,10
2103,3683,Not Delivered,23:55:35,9
2104,5539,Delivered,14:56:00,29
2105,8186,Delivered,02:29:19,32
2106,6227,Delivered,03:22:17,14
2107,2080,Delivered,06:55:05,22
2108,4324,Not Delivered,13:22:58,11
2109,4416,Not Delivered,08:36:10,10
2110,7832,Order,08:37:42,6
2111,3153,Not Delivered,07:31:54,34
2112,8489,Not Delivered,14:41:01,9
2113,8265,Delivered,02:09:22,23
2114,1073,Not Delivered,22:58:24,6
2115,3131,Not Delivered,10:50:03,7
2116,2030,Delivered,21:04:35,1
2117,6596,Not Delivered,13:14:30,14
2118,8399,Delivered,04:12:15,15
2119,7660,Not Delivered,06:02:16,12
2120,4878,Delivered,12:53:33,34
2121,8055,Delivered,20:49:28,31
2122,9612,Not Delivered,16:36:16,16
2123,1008,Not Delivered,02:52:22,27
2124,1834,Delivered,16:08:39,24
2125,8220,Delivered,10:46:05,32
2126,5324,Not Delivered,00:45:40,1
2127,7373,Order,09:03:55,26
2128,7164,Delivered,17:32:27,2
2129,6260,Not Delivered,12:41:15,19
2130,9877,Order,18:47:55,30
2131,9698,Order,13:57:52,15
2132,5354,Not Delivered,09:33:16,9
2133,2460,Order,07:45:08,7
2134,9224,Delivered,15:00:21,10
2135,1795,Not Delivered,21:42:18,29
2136,820,Order,00:53:25,15
2137,8221,Order,15:13:59,2
2138,155,Delivered,21:32:20,8
2139,7291,Not Delivered,08:38:52,3
2140,9999,Order,09:57:56,6
2141,5600,Order,11:42:51,30
2142,2164,Delivered,14:49:55,27
2143,8428,Order,05:28:00,2
2144,3758,Not Delivered,03:19:41,12
2145,1186,Order,06:16:48,5
2146,7750,Delivered,12:31:34,22
2147,7818,Delivered,21:37:24,3
2148,5992,Delivered,20:43:57,26
2149,1338,Order,15:11:22,9
2150,5358,Not Delivered,14:47:56,18
2151,8434,Order,08:45:55,29
2152,4690,Order,05:22:00,8
2153,4860,Not Delivered,16:06:42,23
2154,5033,Order,21:30:45,10
2155,4511,Order,18:18:13,15
2156,7244,Delivered,20:59:21,9
2157,3655,Delivered,23:52:24,16
2158,9779,Not Delivered,07:21:29,10
2159,8306,Not Delivered,02:17:38,34
2160,2346,Delivered,19:09:28,3
2161,6116,Delivered,10:04:54,10
2162,3003,Not Delivered,02:33:31,14
2163,2130,Delivered,20:24:07,7
2164,7793,Order,06:35:57,7
2165,9283,Order,13:08:17,30
2166,6558,Order,10:27:08,28
2167,4137,Order,03:00:06,20
2168,9665,Order,18:30:34,6
2169,5224,Delivered,11:33:13,7
2170,4050,Delivered,12:13:23,18
2171,2085,Order,16:56:35,3
2172,7849,Delivered,01:33:30,15
2173,4655,Delivered,01:14:44,17
2174,9436,Delivered,16:56:17,32
2175,4987,Delivered,18:57:38,24
2176,4657,Not Delivered,12:54:36,1
2177,4064,Order,05:33:49,26
2178,1182,Not Delivered,01:04:48,9
2179,4201,Order,10:26:01,2
2180,5989,Order,00:44:31,3
2181,1547,Order,05:09:43,33
2182,7994,Not Delivered,17:37:40,33
2183,5311,Delivered,12:27:38,12
2184,4446,Order,21:09:16,16
2185,4244,Order,10:55:41,27
2186,2754,Order,05:44:26,15
2187,68,Delivered,11:00:45,30
2188,1700,Order,19:06:20,10
2189,5176,Delivered,13:44:04,23
2190,3570,Order,23:17:21,27
2191,853,Order,21:58:27,25
2192,6661,Order,00:43:56,13
2193,9435,Order,05:58:13,30
2194,3527,Delivered,02:51:06,3
2195,5734,Delivered,07:05:49,7
2196,8800,Delivered,02:08:28,22
2197,6056,Not Delivered,17:24:37,5
2198,2924,Not Delivered,08:21:38,8
2199,3466,Order,00:44:39,13
2200,8811,Not Delivered,11:13:42,16
2201,2042,Delivered,09:54:04,30
2202,7721,Delivered,00:00:24,4
2203,5059,Not Delivered,13:16:59,7
2204,9483,Delivered,00:16:04,24
2205,1151,Delivered,09:57:30,27
2206,1077,Order,00:47:03,22
2207,5643,Order,01:06:15,23
2208,2078,Not Delivered,19:30:34,15
2209,9154,Not Delivered,06:58:26,5
2210,6561,Order,09:24:25,13
2211,6462,Delivered,10:24:31,5
2212,6833,Order,10:42:23,9
2213,2692,Order,03:38:32,22
2214,6409,Order,18:54:26,30
2215,9217,Delivered,00:35:16,33
2216,1728,Delivered,05:25:46,22
2217,5922,Not Delivered,23:11:43,3
2218,7325,Order,12:28:26,2
2219,3719,Delivered,02:00:50,10
2220,9682,Not Delivered,03:05:49,10
2221,4706,Not Delivered,07:10:37,5
2222,7351,Order,20:58:42,7
2223,5292,Not Delivered,22:57:19,23
2224,2288,Not Delivered,07:27:48,16
2225,5459,Order,14:25:29,19
2226,5442,Order,03:02:58,8
2227,5948,Order,14:14:55,21
2228,1698,Delivered,07:06:39,25
2229,179,Not Delivered,16:27:03,15
2230,5154,Order,15:59:41,10
2231,6687,Delivered,10:16:19,25
2232,6174,Not Delivered,17:59:21,15
2233,9115,Not Delivered,10:47:59,16
2234,4737,Delivered,05:19:04,31
2235,2877,Not Delivered,05:22:11,33
2236,1694,Delivered,21:35:23,24
2237,5144,Order,05:32:42,6
2238,8252,Order,05:24:50,5
2239,9650,Order,08:22:46,34
2240,2414,Delivered,07:43:00,8
2241,3788,Not Delivered,09:06:38,20
2242,4768,Not Delivered,04:03:06,28
2243,7669,Delivered,09:51:57,25
2244,2385,Delivered,14:31:47,25
2245,2815,Delivered,10:54:46,9
2246,4853,Order,13:05:59,32
2247,4550,Delivered,20:16:25,20
2248,2153,Not Delivered,16:04:34,11
2249,414,Order,14:09:55,3
2250,79,Order,22:10:43,16
2251,8665,Order,23:08:00,30
2252,6930,Delivered,06:24:34,1
2253,9779,Not Delivered,08:48:10,12
2254,6071,Delivered,23:21:11,15
2255,1729,Order,22:27:15,7
2256,3610,Order,16:27:25,6
2257,5441,Order,18:25:33,3
2258,610,Delivered,09:50:24,1
2259,9771,Order,16:53:03,7
2260,5256,Not Delivered,14:56:42,20
2261,2676,Delivered,13:54:48,33
2262,6178,Not Delivered,08:36:16,20
2263,5273,Order,20:07:27,30
2264,600,Order,17:27:36,21
2265,9035,Not Delivered,01:57:40,5
2266,9023,Not Delivered,16:40:50,12
2267,4177,Delivered,13:59:19,10
2268,5821,Delivered,13:14:05,17
2269,3264,Not Delivered,21:48:18,13
2270,9739,Not Delivered,04:38:03,29
2271,8416,Order,02:34:33,18
2272,8264,Delivered,16:07:54,15
2273,1620,Delivered,05:49:43,12
2274,5489,Not Delivered,17:09:30,18
2275,2825,Not Delivered,17:12:04,12
2276,7291,Order,11:47:44,20
2277,4992,Delivered,20:50:12,23
2278,2160,Not Delivered,20:10:41,18
2279,4275,Order,03:14:59,24
2280,7861,Delivered,02:41:56,17
2281,6971,Not Delivered,06:36:16,2
2282,8979,Delivered,20:38:18,26
2283,6798,Order,10:21:42,32
2284,8624,Not Delivered,05:19:09,22
2285,8905,Delivered,06:32:48,17
2286,296,Delivered,22:28:48,24
2287,4123,Not Delivered,04:06:03,32
2288,2247,Not Delivered,15:11:08,17
2289,4879,Not Delivered,16:45:27,25
2290,4700,Delivered,19:17:34,5
2291,8328,Delivered,07:50:13,25
2292,8625,Not Delivered,01:30:57,27
2293,4813,Order,01:46:11,31
2294,9557,Not Delivered,16:40:51,1
2295,1868,Delivered,02:39:20,8
2296,8031,Delivered,02:42:29,30
2297,3702,Not Delivered,03:08:51,2
2298,2582,Order,19:15:43,1
2299,1170,Not Delivered,14:59:04,13
2300,800,Delivered,08:07:37,1
2301,5345,Not Delivered,03:52:51,16
2302,6367,Not Delivered,08:47:38,4
2303,6615,Delivered,10:53:27,16
2304,4200,Not Delivered,18:28:48,23
2305,1685,Not Delivered,03:49:58,4
2306,8701,Delivered,22:11:15,4
2307,5990,Not Delivered,00:26:25,23
2308,9581,Delivered,13:25:39,31
2309,817,Delivered,03:21:59,22
2310,8486,Order,10:22:03,16
2311,988,Order,05:17:02,11
2312,9627,Order,20:28:44,21
2313,9396,Delivered,10:03:11,32
2314,7589,Delivered,15:06:25,12
2315,8667,Delivered,00:29:17,8
2316,5099,Delivered,10:52:32,24
2317,370,Order,04:05:17,5
2318,1229,Not Delivered,05:51:22,17
2319,4980,Order,14:22:36,29
2320,4750,Order,01:30:25,9
2321,1664,Delivered,15:08:19,2
2322,8419,Not Delivered,13:46:52,28
2323,1493,Order,07:25:27,17
2324,4194,Not Delivered,15:08:34,13
2325,3096,Delivered,02:58:51,27
2326,2723,Delivered,23:55:26,17
2327,7788,Not Delivered,16:08:52,20
2328,486,Delivered,13:43:58,15
2329,3785,Delivered,14:04:23,1
2330,3132,Order,15:08:43,11
2331,1956,Order,05:46:54,34
2332,9627,Delivered,13:15:41,1
2333,1317,Not Delivered,22:23:43,24
2334,6321,Delivered,12:28:44,25
2335,2614,Delivered,19:25:34,20
2336,9770,Not Delivered,10:21:36,15
2337,9142,Delivered,15:08:13,12
2338,2424,Not Delivered,09:30:52,6
2339,6160,Order,05:58:18,8
2340,7270,Not Delivered,17:00:29,4
2341,7264,Order,23:39:50,7
2342,3616,Not Delivered,12:12:28,14
2343,8431,Delivered,15:32:48,18
2344,8491,Delivered,02:23:20,6
2345,5209,Delivered,04:31:36,21
2346,6608,Delivered,03:44:56,2
2347,6070,Not Delivered,04:56:17,26
2348,4434,Not Delivered,11:44:06,2
2349,5049,Order,20:41:35,7
2350,4372,Not Delivered,21:15:33,4
2351,903,Delivered,09:59:01,21
2352,9101,Delivered,20:55:19,27
2353,5911,Delivered,05:46:20,12
2354,4260,Not Delivered,18:37:19,3
2355,5582,Not Delivered,20:10:42,26
2356,8646,Not Delivered,17:52:04,12
2357,9553,Not Delivered,08:28:03,4
2358,6877,Order,20:00:41,20
2359,1825,Order,17:32:52,20
2360,785,Order,18:36:35,16
2361,2517,Not Delivered,03:27:15,17
2362,3836,Order,07:40:52,34
2363,4003,Order,09:26:16,16
2364,8597,Not Delivered,23:33:43,31
2365,9795,Not Delivered,05:51:09,31
2366,5847,Delivered,19:54:23,3
2367,4609,Delivered,04:30:07,26
2368,379,Delivered,07:10:31,2
2369,6915,Not Delivered,17:02:48,26
2370,2090,Order,15:52:37,15
2371,3180,Not Delivered,00:48:32,4
2372,7639,Delivered,00:42:54,1
2373,6492,Order,07:50:37,8
2374,6656,Not Delivered,02:17:36,3
2375,679,Delivered,23:02:03,27
2376,345,Order,01:06:42,12
2377,3469,Delivered,14:49:21,31
2378,8565,Not Delivered,17:26:04,5
2379,2454,Delivered,05:53:00,7
2380,4058,Delivered,23:43:31,29
2381,4344,Not Delivered,04:49:29,2
2382,152,Order,22:28:44,8
2383,5675,Order,21:52:10,26
2384,7805,Order,14:14:16,25
2385,5851,Not Delivered,08:30:41,20
2386,8410,Delivered,14:19:10,7
2387,5798,Delivered,11:48:35,7
2388,8517,Delivered,17:44:05,23
2389,2798,Order,22:44:38,33
2390,2892,Delivered,02:26:54,24
2391,5374,Delivered,18:07:24,30
2392,993,Not Delivered,05:33:12,25
2393,9370,Not Delivered,00:21:52,5
2394,9037,Delivered,05:36:51,14
2395,6164,Not Delivered,04:14:30,23
2396,3013,Not Delivered,15:58:07,12
2397,4419,Not Delivered,06:47:36,12
2398,9844,Not Delivered,22:32:50,10
2399,3408,Delivered,01:23:36,1
2400,3533,Order,12:07:10,33
2401,9938,Delivered,18:50:42,2
2402,978,Delivered,16:31:47,4
2403,4100,Order,19:08:55,34
2404,6260,Order,21:24:29,11
2405,7300,Order,05:23:39,4
2406,302,Not Delivered,18:51:51,8
2407,8788,Order,04:17:26,8
2408,1990,Order,05:08:45,5
2409,6499,Delivered,22:39:51,17
2410,3955,Order,08:49:46,16
2411,1790,Order,19:04:32,9
2412,9009,Delivered,04:05:30,30
2413,954,Delivered,10:20:38,4
2414,1989,Not Delivered,05:17:27,15
2415,272,Delivered,14:04:40,15
2416,7276,Delivered,13:00:33,2
2417,5306,Order,12:44:37,4
2418,6192,Not Delivered,09:13:34,18
2419,5965,Order,13:55:42,23
2420,7043,Order,04:02:16,8
2421,333,Not Delivered,16:29:32,2
2422,7316,Order,09:19:24,33
2423,9562,Delivered,10:29:05,11
2424,6864,Not Delivered,16:16:45,12
2425,7960,Not Delivered,04:31:26,29
2426,5134,Delivered,19:26:54,28
2427,9197,Order,08:55:02,30
2428,6756,Not Delivered,13:13:45,33
2429,1581,Order,01:23:04,27
2430,5645,Order,05:31:15,14
2431,4711,Order,09:10:59,34
2432,6294,Not Delivered,13:44:23,26
2433,5611,Delivered,17:43:15,16
2434,8837,Delivered,11:34:10,9
2435,1974,Not Delivered,17:17:45,26
2436,5462,Delivered,11:27:42,10
2437,7473,Delivered,17:54:10,25
2438,8801,Delivered,10:20:56,10
2439,9756,Order,13:00:36,32
2440,6320,Delivered,18:30:35,19
2441,8090,Order,04:11:51,18
2442,3401,Not Delivered,21:55:32,22
2443,3554,Delivered,03:26:56,16
2444,388,Delivered,21:18:45,8
2445,3742,Order,23:57:48,15
2446,1360,Order,03:57:58,5
2447,4,Not Delivered,01:15:50,4
2448,4547,Not Delivered,15:29:51,16
2449,4472,Order,12:00:20,6
2450,8891,Order,11:09:48,17
2451,2332,Order,12:50:10,1
2452,7267,Not Delivered,19:07:51,1
2453,6996,Order,17:18:52,33
2454,4628,Delivered,20:57:55,19
2455,7484,Not Delivered,21:18:04,17
2456,4091,Order,15:37:10,30
2457,4157,Not Delivered,18:37:55,24
2458,5088,Not Delivered,02:07:02,21
2459,6049,Order,10:11:43,21
2460,6751,Order,13:35:07,18
2461,8918,Order,00:49:29,14
2462,1045,Delivered,17:50:30,30
2463,7602,Delivered,17:10:01,5
2464,465,Order,20:51:03,28
2465,6332,Delivered,15:19:33,29
2466,1742,Order,02:47:57,1
2467,279,Order,13:05:43,15
2468,2611,Delivered,13:28:19,24
2469,7883,Order,05:02:21,23
2470,8912,Not Delivered,20:00:23,20
2471,8034,Order,12:07:09,20
2472,6597,Not Delivered,09:15:25,9
2473,4206,Delivered,15:57:49,21
2474,5187,Order,03:05:13,33
2475,2937,Delivered,08:37:47,6
2476,1342,Order,05:29:13,7
2477,9274,Not Delivered,01:53:22,22
2478,754,Not Delivered,10:03:38,32
2479,9427,Order,18:00:40,34
2480,182,Delivered,23:46:48,13
2481,5607,Order,15:35:35,33
2482,4141,Order,02:14:43,18
2483,9518,Delivered,02:49:28,6
2484,9708,Not Delivered,18:21:08,15
2485,4937,Not Delivered,10:17:18,25
2486,9332,Delivered,04:19:41,2
2487,2660,Not Delivered,19:28:56,27
2488,7201,Order,06:30:51,23
2489,5040,Not Delivered,20:06:44,21
2490,6850,Not Delivered,16:09:41,15
2491,6964,Not Delivered,20:00:15,26
2492,1779,Delivered,14:34:33,33
2493,4012,Order,17:51:07,15
2494,2198,Delivered,15:23:21,28
2495,8434,Not Delivered,12:06:44,27
2496,7417,Not Delivered,05:50:38,5
2497,7822,Not Delivered,19:05:37,11
2498,8799,Delivered,09:17:22,21
2499,8650,Not Delivered,13:46:17,4
2500,8319,Delivered,19:40:17,15
2501,8045,Not Delivered,21:24:09,18
2502,4668,Delivered,06:05:39,8
2503,2402,Order,04:35:19,13
2504,1733,Delivered,02:00:33,24
2505,7075,Delivered,15:33:35,16
2506,2551,Not Delivered,17:00:08,29
2507,7303,Delivered,11:03:02,20
2508,6811,Not Delivered,19:46:52,17
2509,7698,Delivered,01:09:55,22
2510,4718,Order,00:48:38,3
2511,6303,Order,05:23:43,22
2512,1466,Order,04:34:01,4
2513,5994,Order,11:47:41,19
2514,304,Order,23:21:27,3
2515,545,Not Delivered,08:24:27,2
2516,6191,Not Delivered,18:25:13,34
2517,8178,Delivered,23:39:50,1
2518,3048,Order,21:53:08,19
2519,375,Delivered,10:37:41,32
2520,901,Delivered,15:24:17,32
2521,2189,Order,19:57:55,31
2522,7338,Order,07:43:24,32
2523,7924,Delivered,14:51:20,29
2524,1313,Delivered,09:36:09,5
2525,1806,Order,02:12:28,4
2526,8092,Order,01:21:57,6
2527,3196,Not Delivered,05:11:43,23
2528,3652,Not Delivered,07:13:39,20
